ticket_id,created_at,title,description,priority,status,category,platform,device_type,country,service,assigned_team,error_code,resolved_at,incident_id,is_isolated,is_duplicate
T000692,2026-02-26 16:58:00,Subscription authorization denied,Valid subscribers receive an authorization denied response.,Critical,Closed,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-02-26 23:55:00,INC0007,False,False
T000233,2026-05-24 10:07:00,Black screen when starting live TV,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation. Please investigate.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-05-24 20:45:00,INC0006,False,False
T000870,2026-01-17 04:36:00,Profile avatar not saved,A user cannot save a new profile avatar.,Critical,Open,Other,Android,Smart TV,NO,Other,Customer Support,,,,True,False
T000608,2026-02-06 11:28:00,Android TV loses connection Please investigate.,Live playback fails intermittently due to upstream timeout errors.,Medium,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 22:48:00,INC0029,False,False
T000672,2026-04-13 09:42:00,Chromecast can't start stream,Customers cannot start VOD playback through Chomecast.,Low,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-04-13 11:51:00,INC0026,False,False
T000374,2026-04-28 17:13:00,Samsung playback returns 403,Users on Samsung Smart TV are unable to play conent. Error 403 is observed during DRM validation. Please investigate.,Low,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0013,False,False
T000982,2026-04-13 09:42:00,Unable to cast VOD,Customers cannot start VOD playback through Chromecast.,Medium,Closed,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-04-13 11:53:00,INC0026,False,True
T000843,2026-06-24 17:10:00,High buffering on VOD,Users experience repeated buffering while watching on-demand content. CDN latency is elevated.,Medium,In Progress,Metadata,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0034,False,False
T000234,2026-03-09 19:21:00,Black screen when starting live TV,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-03-10 03:45:00,INC0040,False,False
T000786,2026-06-05 20:50:00,Login failing in Android app,The Android application does not complete login for multiple customers.,Critical,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 00:26:00,INC0021,False,False
T000677,2026-04-22 08:10:00,Missing programme information,The EPG contains empty schedule slots and has not refreshed correctly.,Medium,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-04-22 09:00:00,INC0039,False,False
T000318,2026-06-01 14:14:00,Authentication issue on mobile Please investigate.,Authentication requests from Android are rejected with 401 responses.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-01 17:59:00,INC0004,False,False
T000649,2026-05-24 08:15:00,DRM error on Samsung devices,Severa customers cannot start streaming on Samsung Smart TVs. DRM authorization returns error 403.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-05-24 18:06:00,INC0006,False,False
T000411,2026-01-02 09:39:00,TV guid has empty slots,Customers cannot see programme titles for multiple live channels.,High,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0008,False,False
T000899,2026-04-24 12:46:00,Profile avatar not saved Please investigate.,A user cannot save a new profile avatar.,Medium,Resolved,Other,Tizen,Smart TV,DK,Other,Customer Support,,,,True,False
T000710,2026-02-06 10:21:00,Android TV loses connection,Android TV set-top boxes report connection timeouts while starting live channels.,Critical,Closed,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 12:50:00,INC0029,False,False
T000359,2026-01-24 09:09:00,Black screen when starting live TV,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-01-24 20:17:00,INC0005,False,False
T000259,2026-03-09 19:43:00,DRM error on Samsung devices,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-03-09 22:52:00,INC0040,False,False
T000745,2026-05-10 04:42:00,Slow video delivery from CDN,VOD sessions show a significant increase in buffering for users in Denmark.,Medium,In Progress,Authorization,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0041,False,False
T000628,2026-02-26 14:59:00,Customers see not subscribed message,Customers with an active subscription are denied access to entitled content.,High,Open,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0007,False,False
T000633,2026-05-24 06:51:00,DRM issue on Samsung devices,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Open,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0006,False,False
T000283,2026-01-12 23:36:00,Login failing in Android app,Login attempts fail on Android mobile devices after entering valid credentials.,Medium,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 07:18:00,INC0016,False,False
T000377,2026-05-19 19:25:00,VOD playback buffering in Denmark,VOD sessions show a significant increase in buffering for customers in Denmark.,Medium,In Progress,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0044,False,False
T000385,2026-01-25 14:21:00,Subscribed users cannot access content,Entitlement validation incorrectly reports that users do not have a subscription.,High,Closed,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-26 00:07:00,INC0011,False,False
T000225,2026-05-30 13:47:00,Subscribed users cannot access content,Entitlement validation incorrectly reports that users do not have a subscription. Please investigate.,Critical,Open,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0031,False,False
T000954,2026-04-09 13:11:00,Android users cannot log in,Customers using the Android app are unable to sign in and receive HTTP 401.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-09 19:15:00,INC0035,False,True
T000815,2026-01-12 22:54:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid credentials.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 01:57:00,INC0016,False,False
T000473,2026-03-03 03:03:00,EPG data missing,Programme guide data is missing for several channels in Norway.,Low,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0047,False,False
T000348,2026-05-24 17:40:00,Black screen on Apple TV,Customers report player startup failures on Apple TV devices.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-25 01:46:00,INC0030,False,False
T000506,2026-06-13 19:59:00,TV guide has empty slots,The EPG contains empty schedule slots and has not refreshed correctly.,High,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-13 22:12:00,INC0042,False,False
T000640,2026-03-09 17:15:00,DRM error on Samsung devices,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-03-10 03:56:00,INC0040,False,False
T000988,2026-02-09 14:03:00,Black screen on Apple TV,Customers report player startup failures on Apple TV devices.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-09 16:45:00,INC0043,False,True
T000929,2026-05-19 17:20:00,Profile avatar not saved,A user cannot save a new profile avatar.,Medium,Resolved,Other,Android,Smart TV,SE,Other,Customer Support,,,,True,False
T000906,2026-03-27 11:41:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Critical,In Progress,Other,iOS,Smart TV,NO,Other,Customer Support,,,,True,False
T000620,2026-06-05 21:37:00,401 when igning in on Android,Login attempts fail on Android mobile devices after entering valid credentials. Please investigate.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 08:15:00,INC0021,False,False
T000856,2026-05-19 07:25:00,Volume mismatch,Volume level changes between two specific channels.,Medium,Closed,Other,Tizen,Mobile,SE,Other,Customer Support,,,,True,False
T000804,2026-06-24 03:05:00,Android users cannot log in,Login attempts fail on Android mobile devices after entering valid credentials.,Low,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 05:52:00,INC0003,False,False
T000646,2026-06-13 20:31:00,EPG data missing,Customers cannot see programme titles for multiple live channels.,High,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-13 22:55:00,INC0042,False,False
T000847,2026-04-08 12:04:00,401 when signing in on Android,The Android application does not complete login for multiple customers.,Critical,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-08 15:38:00,INC0018,False,False
T000557,2026-06-24 16:44:00,VOD playback buffering in Denmark,Video delivery is slow and startup time has increased for browser clients.,High,In Progress,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0034,False,False
T000958,2026-03-03 04:14:00,EPG data missing,The EPG contains empty schedule slots and has not refreshed correctly.,Critical,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0047,False,True
T000578,2026-05-24 09:00:00,Samsung streaing returns 403,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-05-24 18:06:00,INC0006,False,False
T000796,2026-02-27 06:29:00,Black screen on Apple TV,tvOS clients are unable to initialize playback for live content.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0002,False,False
T000086,2026-05-26 22:33:00,Live TV fails on tvOS,Customers report player startup failures on Apple TV devices.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-27 05:38:00,INC0027,False,False
T000243,2026-05-21 08:21:00,Stream timout on set-top boxes,Android TV set-top boxes report connection timeouts while starting live channels.,High,In Progress,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0050,False,False
T000699,2026-04-22 06:23:00,Missing programme information,The EPG contains empty schedule slots and has not refreshed correctly. Please investigate.,High,Resolved,Playback,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-04-22 12:03:00,INC0039,False,False
T000160,2026-01-23 03:03:00,Authenticatio error on mobile,Customers using the Android app are unable to sign in and receive HTTP 401.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-23 14:32:00,INC0048,False,False
T000525,2026-01-02 08:00:00,EPG data missing,The EPG contains empty schedule slots and has not refreshed correctly.,Low,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0008,False,False
T000036,2026-06-25 01:48:00,Black screen when starting live TV,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,High,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0037,False,False
T000541,2026-06-17 16:29:00,Black screen on Apple TV,Live channels do not start on Apple TV. The player remains on a black screen.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-17 21:58:00,INC0028,False,False
T000171,2026-02-09 15:32:00,Live TV fails on tvOS Please investigate.,tvOS clients are unable to initialize playback for live content.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0043,False,False
T000655,2026-05-10 05:08:00,High buffering on VOD,Video delivery is slow and startup time has increased for browser clients.,Medium,In Progress,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0041,False,False
T000891,2026-01-21 13:21:00,Profile avatar not saved,A user cannot save a new profile avatar.,Medium,Open,Other,Android,Mobile,DK,Other,Customer Support,,,,True,False
T000858,2026-06-14 09:13:00,Profile avatar not saved,A user cannot save a new profile avatar.,High,Closed,Other,Web,Browser,DK,Other,Customer Support,,,,True,False
T000848,2026-06-04 11:08:00,Cast session disconnects,The mobile app connects to Chromecast but playback fails to initialize.,Medium,In Progress,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0012,False,False
T000945,2026-03-13 14:15:00,Search spelling result,Search gives an unexpected result for one misspelled title. Please investigate.,Medium,Open,Other,iOS,Mobile,NO,Other,Customer Support,,,,True,False
T000734,2026-06-24 13:58:00,VOD playback buffering in Denmark,A high buffering ratio is observed across VOD sessions served by the primary CDN.,High,Closed,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-06-25 00:37:00,INC0034,False,False
T000096,2026-05-17 04:27:00,Authentication error on mobile,Users using the Android app are unable to sign in and receive HTTP 401.,Medium,In Progress,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0049,False,False
T000564,2026-06-24 23:59:00,Black sceen when starting live TV,Live TV does not start on Samsung televisions. The client reports DRM authorization failure.,Medium,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0037,False,False
T000241,2026-02-26 17:14:00,Entitlement check failing,Valid subscribers receive an uthorization denied response.,Critical,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-02-27 05:05:00,INC0007,False,False
T000743,2026-04-28 17:52:00,Samsung streaming returns 403,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,High,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0013,False,False
T000575,2026-06-24 16:33:00,Customers report repeated buffering,Users experience repeated buffering while watching on-demand content. CDN latency is elevated.,Medium,Open,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0034,False,False
T000691,2026-05-17 07:56:00,Authentication error on mobile,Authentication requests from Android are rejected with 401 responses.,Critical,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-05-17 14:00:00,INC0049,False,False
T000461,2026-02-05 17:30:00,Black screen on Apple TV,Playback requests on tvOS are accepted but video never starts.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-05 18:52:00,INC0032,False,False
T000554,2026-01-08 01:34:00,Authentication error on mobile,Authentication requests from Android are rejected with 401 responses.,Medium,Resolved,Casting,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-08 09:45:00,INC0001,False,False
T000889,2026-05-22 15:23:00,Profile avatar not saved,A user cannot save a new profile avatar.,Medium,Open,Other,iOS,Mobile,NO,Other,Customer Support,,,,True,False
T000207,2026-02-27 06:13:00,Black screen on Apple TV,tvOS clients are unable to initialize playback for live content.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-27 11:43:00,INC0002,False,False
T000393,2026-01-25 13:04:00,Users see not subscribed message,Valid subscribers receive an authorization denied response.,Medium,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-25 15:18:00,INC0011,False,False
T000795,2026-04-28 20:19:00,Samsung playback returns 403,Playback is failing on Tizen devices. Users repot a black screen and DRM errors.,High,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-04-28 21:53:00,INC0013,False,False
T000398,2026-06-13 19:38:00,Missing programme information,The EPG contains empty schedule slots and has not refreshed correctly.,Medium,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 01:00:00,INC0042,False,False
T000767,2026-04-09 14:18:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid credentials.,Medium,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-09 18:28:00,INC0035,False,False
T000849,2026-04-28 17:29:00,DRM error on Samsung devices,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-04-29 03:17:00,INC0013,False,False
T000218,2026-03-28 03:40:00,Black screen on Apple TV,Playback requests on tvOS are accepted but video never starts. Please investigate.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-03-28 07:25:00,INC0010,False,False
T000005,2026-01-12 21:56:00,Login failing in Android app,Customers using the Android app are unable to sign in and receive HTTP 401.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 05:12:00,INC0016,False,False
T000769,2026-03-09 17:51:00,Samsung playback returns 403 Please investigate.,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-03-09 21:01:00,INC0040,False,False
T000643,2026-01-24 08:40:00,Samsung playback returns 403 Please investigate.,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-01-24 20:01:00,INC0005,False,False
T000930,2026-03-04 12:30:00,Profile avatar not saved,A user can't save a new profile avatar.,Critical,Closed,Other,Web,Browser,DK,Other,Customer Support,,,,True,False
T000613,2026-02-11 16:08:00,Live TV fails on tvOS,Live channels do not start on Apple TV. The player remains on a black screen. Please investigate.,Critical,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0022,False,False
T000739,2026-05-19 20:35:00,VOD playback buffering in Denmark,VOD sessions show a significant increase in buffering for customers in Denmark.,Low,Closed,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-20 02:19:00,INC0044,False,False
T000547,2026-06-24 14:49:00,Customers report repeated buffering Please investigate.,Video delivery is slow and startup time has increased for browser clients.,High,Resolved,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-06-24 19:23:00,INC0034,False,False
T000726,2026-02-05 18:50:00,Live TV fails on tvOS,Live channels do not start on Apple TV. The player remains on a black screen. Please investigate.,Low,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-06 03:41:00,INC0032,False,False
T000684,2026-05-28 06:50:00,Unable to cast VOD,Customers cannot start VOD plyback through Chromecast.,Medium,Open,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0015,False,False
T000099,2026-05-16 11:01:00,Stream timeout on set-top boxes,Timeout errors are increasing for Android TV live sessions.,High,Resolved,Casting,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-16 17:38:00,INC0036,False,False
T000805,2026-05-24 19:02:00,Apple TV streaming does not start,Customers report player startup failures on Apple TV devices.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-25 04:31:00,INC0030,False,False
T000728,2026-05-19 18:07:00,Slow video delivery from CDN,Users experience repeated buffering while watching on-demand content. CDN latency is elevated.,Medium,Resolved,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-20 03:22:00,INC0044,False,False
T000574,2026-05-19 19:51:00,Users report repeated buffering,A high buffering ratio is observed across VOD sessions served by the primary CDN.,Critical,Resolved,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-20 05:16:00,INC0044,False,False
T000407,2026-04-22 08:41:00,Missing programme information,Customers cannot see programme titles for multiple live channels.,Medium,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-04-22 11:52:00,INC0039,False,False
T000503,2026-06-25 00:32:00,Black screen when starting live TV,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0037,False,False
T000048,2026-02-26 16:51:00,Entitlement check failing,Content access is blocked even though the subscription is active.,Low,Open,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0007,False,False
T000033,2026-05-30 14:44:00,Subscription authorization denied,Entitlement validation incorrectly reports that users do not have a subscription.,High,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-05-31 00:07:00,INC0031,False,False
T000780,2026-06-01 14:56:00,Login failing in Android app,Login attempts fail on Android mobile devices after entering valid credentials. Please investigate.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-02 00:56:00,INC0004,False,False
T000840,2026-05-16 12:07:00,Live TV timeut on Android TV,Live playback fails intermittently due to upstream timeout errors.,Critical,Resolved,DRM,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-16 19:05:00,INC0036,False,False
T000201,2026-04-09 14:17:00,401 when signing in on Android,The Android application does not complete login for multiple customers. Please investigate.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-09 17:46:00,INC0035,False,False
T000135,2026-06-25 02:40:00,Black screen when starting live TV,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-06-25 07:11:00,INC0037,False,False
T000028,2026-01-25 13:13:00,Subscription authorization denied,Entitlement validation incorrectly reports that users do not have a subscription.,Medium,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-25 15:23:00,INC0011,False,False
T000881,2026-04-17 15:00:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,Resolved,Other,iOS,Smart TV,SE,Other,Customer Support,,,,True,False
T000231,2026-05-16 12:23:00,Stream timeout on set-top boxes,Live streaming fails intermittently due to upstream timeout errors.,Medium,Open,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0036,False,False
T000490,2026-01-29 14:01:00,Playback fails on Samsung TV,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-01-29 21:03:00,INC0046,False,False
T000773,2026-02-06 09:57:00,Android TV loses connection,Live playback fails intermittently due to upstream timeout errors.,Medium,In Progress,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0029,False,False
T000379,2026-05-30 15:20:00,Subscription authorization denied,Customers with an active subscription are denied access to entitled content.,High,In Progress,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0031,False,False
T000289,2026-02-28 03:10:00,Black screen when starting live TV,Playback is failing on Tizen devices. Users report a black screen and DRM issues.,Medium,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0025,False,False
T000419,2026-06-21 11:23:00,Apple TV playback does not start,Playback requests on tvOS are accepted but video never starts.,High,Open,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0020,False,False
T000675,2026-01-13 06:27:00,Login failing in Android app,The Android application does not complete login for multiple users.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 18:01:00,INC0033,False,False
T000392,2026-01-02 07:44:00,Missing programme information,Programme guide data is missing for several channels in Norway.,Critical,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-02 17:08:00,INC0008,False,False
T000593,2026-06-13 23:31:00,EPG data missing,Programme guide data is missing for several channels in Norway.,High,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0023,False,False
T000499,2026-04-22 08:50:00,EPG not updating,Programme guide data is missing for several channels in Norway.,Medium,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-04-22 20:25:00,INC0039,False,False
T000139,2026-05-24 09:32:00,Playback fails on Samsung TV,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-05-24 20:57:00,INC0006,False,False
T000063,2026-06-25 13:04:00,Live TV fails o tvOS,Playback requests on tvOS are acceped but video never starts.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0024,False,False
T000472,2026-06-24 02:14:00,Login failing in Android app,Authentication requests from Android are rejected with 401 responses.,Medium,Resolved,Metadata,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 08:16:00,INC0003,False,False
T000648,2026-06-14 13:54:00,EPG data missing,TV guide metadata appears stale or missing across supported devices.,Medium,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 21:17:00,INC0038,False,False
T000129,2026-03-28 05:54:00,Player startup failure Apple TV,tvOS clients are unable to initialize playback for live content.,Critical,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0010,False,False
T000977,2026-03-09 17:04:00,DRM error on Samsung devices,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-03-09 17:57:00,INC0040,False,True
T000521,2026-01-12 21:59:00,401 when signing in on Android,Customers using the Android app are unable to sign in and receive HTTP 401.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 08:51:00,INC0016,False,False
T000839,2026-01-02 09:10:00,EPG data missing,Programme guide data is missing for several channels in Norway.,Critical,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-02 14:49:00,INC0008,False,False
T000963,2026-06-24 02:26:00,Login failing in Android app,Authentication requests from Android are rejected with 401 responses.,Medium,Resolved,Metadata,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 08:16:00,INC0003,False,True
T000065,2026-01-02 09:22:00,TV guide has empty slots,TV guide metadata appears stale or missing across supported devices.,Medium,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-02 20:52:00,INC0008,False,False
T000813,2026-05-17 07:11:00,401 when signing in on Android,The Android application does not complete login for multiple customers.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-05-17 10:06:00,INC0049,False,False
T000015,2026-05-19 20:33:00,High buffering on VOD,Video delivery is slow and startup time has increased for browser clients.,High,Resolved,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-20 06:02:00,INC0044,False,False
T000157,2026-02-05 19:13:00,Live TV fails on tvOS,Customers report player startup failures on Apple TV devices.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-06 04:43:00,INC0032,False,False
T000041,2026-04-08 09:15:00,401 when signing in on Android,Authentication requests from Android are rejected with 401 responses.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-08 19:34:00,INC0018,False,False
T000493,2026-04-28 19:55:00,DRM error on Samsung devices,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,Low,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-04-29 05:54:00,INC0013,False,False
T000380,2026-05-26 22:21:00,Apple TV playback does not start,tvOS clients are unable to initialize playback for live content.,High,In Progress,Authentication,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0027,False,False
T000188,2026-05-26 23:11:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,Critical,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-27 10:29:00,INC0027,False,False
T000764,2026-05-16 10:03:00,Android TV loses connection,Android TV set-top boxes report connection timeouts while starting live channels.,,In Progress,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0036,False,False
T000217,2026-06-25 11:59:00,Apple TV playback does not start,Live channels do not start on Apple TV. The player remains on a black screen.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0024,False,False
